costcode,week_ending,period_hrs,project_number,project_name
3001200,10/15/2022,12,1300642,Cascade Power Project
3001200,11/5/2022,6,1300642,Cascade Power Project
3001200,11/19/2022,6,1300642,Cascade Power Project
3001200,12/10/2022,3,1300642,Cascade Power Project
3001200,12/10/2022,3,1300642,Cascade Power Project
3001200,8/15/2020,28,1300642,Cascade Power Project
3001200,3/20/2021,9,1300642,Cascade Power Project
3001200,4/17/2021,8.5,1300642,Cascade Power Project
3001200,6/12/2021,9,1300642,Cascade Power Project
3001200,6/19/2021,10,1300642,Cascade Power Project
3001200,7/31/2021,2,1300642,Cascade Power Project
3001200,9/4/2021,48,1300642,Cascade Power Project
3001200,9/18/2021,24,1300642,Cascade Power Project
3001200,10/2/2021,12,1300642,Cascade Power Project
3001200,10/16/2021,4,1300642,Cascade Power Project
3001200,10/23/2021,4,1300642,Cascade Power Project
3001200,11/6/2021,8,1300642,Cascade Power Project
3001200,9/3/2022,2,1300642,Cascade Power Project
3001200,9/17/2022,4,1300642,Cascade Power Project
3001200,2/20/2021,6,1300642,Cascade Power Project
3001200,3/6/2021,8,1300642,Cascade Power Project
3001200,3/6/2021,6,1300642,Cascade Power Project
3001200,3/20/2021,2,1300642,Cascade Power Project
3001200,3/20/2021,8,1300642,Cascade Power Project
3001200,3/27/2021,14,1300642,Cascade Power Project
3001200,4/3/2021,6,1300642,Cascade Power Project
3001200,4/3/2021,10,1300642,Cascade Power Project
3001200,4/3/2021,4,1300642,Cascade Power Project
3001200,4/3/2021,10,1300642,Cascade Power Project
3001200,4/3/2021,16,1300642,Cascade Power Project
3001200,4/10/2021,2,1300642,Cascade Power Project
3001200,4/17/2021,18,1300642,Cascade Power Project
3001200,4/17/2021,4,1300642,Cascade Power Project
3001200,4/24/2021,2,1300642,Cascade Power Project
3001200,5/1/2021,3,1300642,Cascade Power Project
3001200,5/1/2021,12,1300642,Cascade Power Project
3001200,5/1/2021,4,1300642,Cascade Power Project
3001200,5/1/2021,6,1300642,Cascade Power Project
3001200,5/1/2021,9,1300642,Cascade Power Project
3001200,5/15/2021,2,1300642,Cascade Power Project
3001200,5/22/2021,4,1300642,Cascade Power Project
3001200,5/29/2021,6,1300642,Cascade Power Project
3001200,5/29/2021,2,1300642,Cascade Power Project
3001200,5/29/2021,6,1300642,Cascade Power Project
3001200,5/29/2021,3,1300642,Cascade Power Project
3001200,6/12/2021,3.75,1300642,Cascade Power Project
3001200,6/26/2021,5,1300642,Cascade Power Project
3001200,6/26/2021,4,1300642,Cascade Power Project
3001200,6/26/2021,4,1300642,Cascade Power Project
3001200,6/26/2021,2,1300642,Cascade Power Project
3001200,6/26/2021,9,1300642,Cascade Power Project
3001200,6/26/2021,12,1300642,Cascade Power Project
3001200,6/26/2021,12,1300642,Cascade Power Project
3001200,7/3/2021,2,1300642,Cascade Power Project
3001200,7/10/2021,32,1300642,Cascade Power Project
3001200,7/10/2021,4,1300642,Cascade Power Project
3001200,7/10/2021,2.5,1300642,Cascade Power Project
3001200,7/10/2021,15,1300642,Cascade Power Project
3001200,7/10/2021,6,1300642,Cascade Power Project
3001200,7/17/2021,3,1300642,Cascade Power Project
3001200,7/24/2021,12,1300642,Cascade Power Project
3001200,7/24/2021,4,1300642,Cascade Power Project
3001200,7/24/2021,21,1300642,Cascade Power Project
3001200,7/24/2021,9,1300642,Cascade Power Project
3001200,7/31/2021,4,1300642,Cascade Power Project
3001200,8/7/2021,16,1300642,Cascade Power Project
3001200,8/7/2021,3,1300642,Cascade Power Project
3001200,8/7/2021,3.5,1300642,Cascade Power Project
3001200,8/7/2021,3,1300642,Cascade Power Project
3001200,8/7/2021,3,1300642,Cascade Power Project
3001200,8/7/2021,8,1300642,Cascade Power Project
3001200,8/7/2021,6,1300642,Cascade Power Project
3001200,8/7/2021,6,1300642,Cascade Power Project
3001200,8/7/2021,3,1300642,Cascade Power Project
3001200,8/7/2021,3,1300642,Cascade Power Project
3001200,8/14/2021,3,1300642,Cascade Power Project
3001200,8/14/2021,2,1300642,Cascade Power Project
3001200,8/14/2021,2,1300642,Cascade Power Project
3001200,8/14/2021,3,1300642,Cascade Power Project
3001200,8/21/2021,11.25,1300642,Cascade Power Project
3001200,8/21/2021,3,1300642,Cascade Power Project
3001200,8/21/2021,15,1300642,Cascade Power Project
3001200,8/21/2021,3,1300642,Cascade Power Project
3001200,8/21/2021,2,1300642,Cascade Power Project
3001200,8/21/2021,3,1300642,Cascade Power Project
3001200,8/21/2021,4,1300642,Cascade Power Project
3001200,9/4/2021,2,1300642,Cascade Power Project
3001200,9/4/2021,25,1300642,Cascade Power Project
3001200,9/4/2021,23,1300642,Cascade Power Project
3001200,9/4/2021,4,1300642,Cascade Power Project
3001200,9/4/2021,6,1300642,Cascade Power Project
3001200,9/4/2021,2,1300642,Cascade Power Project
3001200,9/18/2021,3,1300642,Cascade Power Project
3001200,9/18/2021,9,1300642,Cascade Power Project
3001200,9/18/2021,6,1300642,Cascade Power Project
3001200,9/18/2021,4,1300642,Cascade Power Project
3001200,9/18/2021,4,1300642,Cascade Power Project
3001200,9/18/2021,3,1300642,Cascade Power Project
3001200,9/18/2021,12,1300642,Cascade Power Project
3001200,9/18/2021,12,1300642,Cascade Power Project
3001200,9/18/2021,6,1300642,Cascade Power Project
3001200,9/18/2021,3,1300642,Cascade Power Project
3001200,9/25/2021,4,1300642,Cascade Power Project
3001200,10/2/2021,10,1300642,Cascade Power Project
3001200,10/2/2021,3,1300642,Cascade Power Project
3001200,10/2/2021,9,1300642,Cascade Power Project
3001200,10/2/2021,3,1300642,Cascade Power Project
3001200,10/2/2021,3,1300642,Cascade Power Project
3001200,10/9/2021,8,1300642,Cascade Power Project
3001200,10/16/2021,4,1300642,Cascade Power Project
3001200,10/16/2021,2,1300642,Cascade Power Project
3001200,10/16/2021,3,1300642,Cascade Power Project
3001200,10/16/2021,4,1300642,Cascade Power Project
3001200,10/16/2021,5,1300642,Cascade Power Project
3001200,10/16/2021,6,1300642,Cascade Power Project
3001200,10/16/2021,12,1300642,Cascade Power Project
3001200,10/16/2021,6,1300642,Cascade Power Project
3001200,10/16/2021,4,1300642,Cascade Power Project
3001200,10/23/2021,4,1300642,Cascade Power Project
3001200,10/23/2021,3,1300642,Cascade Power Project
3001200,10/23/2021,6,1300642,Cascade Power Project
3001200,10/23/2021,6,1300642,Cascade Power Project
3001200,10/23/2021,3,1300642,Cascade Power Project
3001200,10/30/2021,2,1300642,Cascade Power Project
3001200,10/30/2021,3,1300642,Cascade Power Project
3001200,10/30/2021,3,1300642,Cascade Power Project
3001200,10/30/2021,3,1300642,Cascade Power Project
3001200,10/30/2021,5,1300642,Cascade Power Project
3001200,11/6/2021,3,1300642,Cascade Power Project
3001200,11/6/2021,3,1300642,Cascade Power Project
3001200,11/6/2021,3,1300642,Cascade Power Project
3001200,11/6/2021,3,1300642,Cascade Power Project
3001200,11/13/2021,4,1300642,Cascade Power Project
3001200,11/13/2021,3,1300642,Cascade Power Project
3001200,11/13/2021,9,1300642,Cascade Power Project
3001200,11/27/2021,3,1300642,Cascade Power Project
3001200,11/27/2021,6,1300642,Cascade Power Project
3001200,11/27/2021,3,1300642,Cascade Power Project
3001200,11/27/2021,9.5,1300642,Cascade Power Project
3001200,11/27/2021,6,1300642,Cascade Power Project
3001200,11/27/2021,6,1300642,Cascade Power Project
3001200,12/4/2021,3,1300642,Cascade Power Project
3001200,12/11/2021,28,1300642,Cascade Power Project
3001200,12/11/2021,3,1300642,Cascade Power Project
3001200,12/11/2021,2,1300642,Cascade Power Project
3001200,12/18/2021,8,1300642,Cascade Power Project
3001200,12/18/2021,6,1300642,Cascade Power Project
3001200,12/18/2021,3,1300642,Cascade Power Project
3001200,12/18/2021,5,1300642,Cascade Power Project
3001200,12/18/2021,2.5,1300642,Cascade Power Project
3001200,1/8/2022,28,1300642,Cascade Power Project
3001200,1/8/2022,12,1300642,Cascade Power Project
3001200,1/8/2022,16,1300642,Cascade Power Project
3001200,1/8/2022,3,1300642,Cascade Power Project
3001200,1/8/2022,4.5,1300642,Cascade Power Project
3001200,1/8/2022,28,1300642,Cascade Power Project
3001200,1/8/2022,24,1300642,Cascade Power Project
3001200,1/8/2022,36,1300642,Cascade Power Project
3001200,1/15/2022,3,1300642,Cascade Power Project
3001200,1/15/2022,1.5,1300642,Cascade Power Project
3001200,1/22/2022,3,1300642,Cascade Power Project
3001200,1/22/2022,4,1300642,Cascade Power Project
3001200,1/22/2022,3,1300642,Cascade Power Project
3001200,1/22/2022,3,1300642,Cascade Power Project
3001200,1/22/2022,16,1300642,Cascade Power Project
3001200,1/22/2022,4,1300642,Cascade Power Project
3001200,1/22/2022,1.5,1300642,Cascade Power Project
3001200,1/22/2022,15,1300642,Cascade Power Project
3001200,1/22/2022,3,1300642,Cascade Power Project
3001200,1/29/2022,7,1300642,Cascade Power Project
3001200,1/29/2022,3.5,1300642,Cascade Power Project
3001200,1/29/2022,4,1300642,Cascade Power Project
3001200,2/5/2022,6,1300642,Cascade Power Project
3001200,2/5/2022,8,1300642,Cascade Power Project
3001200,2/5/2022,8,1300642,Cascade Power Project
3001200,2/5/2022,4,1300642,Cascade Power Project
3001200,2/5/2022,4,1300642,Cascade Power Project
3001200,2/5/2022,6,1300642,Cascade Power Project
3001200,2/5/2022,7,1300642,Cascade Power Project
3001200,2/5/2022,3,1300642,Cascade Power Project
3001200,2/5/2022,18,1300642,Cascade Power Project
3001200,2/5/2022,24.5,1300642,Cascade Power Project
3001200,2/5/2022,3,1300642,Cascade Power Project
3001200,2/5/2022,6,1300642,Cascade Power Project
3001200,2/12/2022,2,1300642,Cascade Power Project
3001200,2/12/2022,2,1300642,Cascade Power Project
3001200,2/12/2022,2,1300642,Cascade Power Project
3001200,2/12/2022,2,1300642,Cascade Power Project
3001200,2/12/2022,2,1300642,Cascade Power Project
3001200,2/12/2022,6,1300642,Cascade Power Project
3001200,2/12/2022,4,1300642,Cascade Power Project
3001200,2/19/2022,6,1300642,Cascade Power Project
3001200,2/19/2022,4,1300642,Cascade Power Project
3001200,2/19/2022,2,1300642,Cascade Power Project
3001200,2/19/2022,6,1300642,Cascade Power Project
3001200,2/19/2022,4,1300642,Cascade Power Project
3001200,2/19/2022,2,1300642,Cascade Power Project
3001200,2/19/2022,3,1300642,Cascade Power Project
3001200,2/19/2022,2,1300642,Cascade Power Project
3001200,2/19/2022,6,1300642,Cascade Power Project
3001200,2/19/2022,2,1300642,Cascade Power Project
3001200,2/19/2022,2,1300642,Cascade Power Project
3001200,2/19/2022,2,1300642,Cascade Power Project
3001200,2/26/2022,2,1300642,Cascade Power Project
3001200,2/26/2022,2,1300642,Cascade Power Project
3001200,3/5/2022,3,1300642,Cascade Power Project
3001200,3/5/2022,6,1300642,Cascade Power Project
3001200,3/5/2022,2,1300642,Cascade Power Project
3001200,3/5/2022,2,1300642,Cascade Power Project
3001200,3/5/2022,2,1300642,Cascade Power Project
3001200,3/12/2022,3,1300642,Cascade Power Project
3001200,3/12/2022,2,1300642,Cascade Power Project
3001200,3/19/2022,4,1300642,Cascade Power Project
3001200,3/19/2022,3,1300642,Cascade Power Project
3001200,3/19/2022,2,1300642,Cascade Power Project
3001200,3/19/2022,3,1300642,Cascade Power Project
3001200,3/19/2022,2,1300642,Cascade Power Project
3001200,3/19/2022,2,1300642,Cascade Power Project
3001200,3/19/2022,8,1300642,Cascade Power Project
3001200,3/19/2022,2,1300642,Cascade Power Project
3001200,3/19/2022,3,1300642,Cascade Power Project
3001200,3/19/2022,8,1300642,Cascade Power Project
3001200,3/19/2022,2,1300642,Cascade Power Project
3001200,3/19/2022,4,1300642,Cascade Power Project
3001200,3/26/2022,4,1300642,Cascade Power Project
3001200,3/26/2022,2,1300642,Cascade Power Project
3001200,3/26/2022,3,1300642,Cascade Power Project
3001200,3/26/2022,3,1300642,Cascade Power Project
3001200,3/26/2022,4,1300642,Cascade Power Project
3001200,4/2/2022,2,1300642,Cascade Power Project
3001200,4/2/2022,5,1300642,Cascade Power Project
3001200,4/2/2022,4,1300642,Cascade Power Project
3001200,4/2/2022,6,1300642,Cascade Power Project
3001200,4/2/2022,3,1300642,Cascade Power Project
3001200,4/2/2022,3,1300642,Cascade Power Project
3001200,4/2/2022,2,1300642,Cascade Power Project
3001200,4/2/2022,2,1300642,Cascade Power Project
3001200,4/2/2022,3,1300642,Cascade Power Project
3001200,4/2/2022,4,1300642,Cascade Power Project
3001200,4/2/2022,14,1300642,Cascade Power Project
3001200,4/9/2022,2,1300642,Cascade Power Project
3001200,4/9/2022,9,1300642,Cascade Power Project
3001200,4/9/2022,3,1300642,Cascade Power Project
3001200,4/9/2022,2,1300642,Cascade Power Project
3001200,4/9/2022,2,1300642,Cascade Power Project
3001200,4/9/2022,3,1300642,Cascade Power Project
3001200,4/16/2022,2,1300642,Cascade Power Project
3001200,4/16/2022,2,1300642,Cascade Power Project
3001200,4/16/2022,2,1300642,Cascade Power Project
3001200,4/16/2022,6,1300642,Cascade Power Project
3001200,4/16/2022,8,1300642,Cascade Power Project
3001200,4/16/2022,9,1300642,Cascade Power Project
3001200,4/16/2022,2,1300642,Cascade Power Project
3001200,4/16/2022,4,1300642,Cascade Power Project
3001200,4/16/2022,6,1300642,Cascade Power Project
3001200,4/23/2022,3,1300642,Cascade Power Project
3001200,4/23/2022,2,1300642,Cascade Power Project
3001200,4/30/2022,2,1300642,Cascade Power Project
3001200,4/30/2022,5,1300642,Cascade Power Project
3001200,4/30/2022,6,1300642,Cascade Power Project
3001200,4/30/2022,2,1300642,Cascade Power Project
3001200,4/30/2022,12,1300642,Cascade Power Project
3001200,4/30/2022,2,1300642,Cascade Power Project
3001200,4/30/2022,2,1300642,Cascade Power Project
3001200,4/30/2022,2,1300642,Cascade Power Project
3001200,4/30/2022,3,1300642,Cascade Power Project
3001200,4/30/2022,3,1300642,Cascade Power Project
3001200,4/30/2022,6,1300642,Cascade Power Project
3001200,4/30/2022,3,1300642,Cascade Power Project
3001200,5/7/2022,2,1300642,Cascade Power Project
3001200,5/7/2022,2,1300642,Cascade Power Project
3001200,5/7/2022,4,1300642,Cascade Power Project
3001200,5/7/2022,4,1300642,Cascade Power Project
3001200,5/14/2022,4,1300642,Cascade Power Project
3001200,5/14/2022,2,1300642,Cascade Power Project
3001200,5/14/2022,24,1300642,Cascade Power Project
3001200,5/14/2022,2,1300642,Cascade Power Project
3001200,5/14/2022,6,1300642,Cascade Power Project
3001200,5/14/2022,2,1300642,Cascade Power Project
3001200,5/14/2022,2,1300642,Cascade Power Project
3001200,5/14/2022,64,1300642,Cascade Power Project
3001200,5/14/2022,3,1300642,Cascade Power Project
3001200,5/21/2022,5,1300642,Cascade Power Project
3001200,5/21/2022,4,1300642,Cascade Power Project
3001200,5/21/2022,4,1300642,Cascade Power Project
3001200,5/21/2022,2,1300642,Cascade Power Project
3001200,5/28/2022,4,1300642,Cascade Power Project
3001200,5/28/2022,4,1300642,Cascade Power Project
3001200,5/28/2022,10,1300642,Cascade Power Project
3001200,5/28/2022,10,1300642,Cascade Power Project
3001200,5/28/2022,4,1300642,Cascade Power Project
3001200,5/28/2022,6,1300642,Cascade Power Project
3001200,6/4/2022,4,1300642,Cascade Power Project
3001200,6/4/2022,2,1300642,Cascade Power Project
3001200,6/4/2022,2,1300642,Cascade Power Project
3001200,6/4/2022,2,1300642,Cascade Power Project
3001200,6/4/2022,3,1300642,Cascade Power Project
3001200,6/4/2022,3,1300642,Cascade Power Project
3001200,6/4/2022,2.5,1300642,Cascade Power Project
3001200,6/4/2022,2,1300642,Cascade Power Project
3001200,6/4/2022,2,1300642,Cascade Power Project
3001200,6/4/2022,6,1300642,Cascade Power Project
3001200,6/4/2022,4,1300642,Cascade Power Project
3001200,6/4/2022,8,1300642,Cascade Power Project
3001200,6/4/2022,1.5,1300642,Cascade Power Project
3001200,6/11/2022,4,1300642,Cascade Power Project
3001200,6/11/2022,4,1300642,Cascade Power Project
3001200,6/11/2022,2.5,1300642,Cascade Power Project
3001200,6/11/2022,2,1300642,Cascade Power Project
3001200,6/11/2022,2,1300642,Cascade Power Project
3001200,6/11/2022,6,1300642,Cascade Power Project
3001200,6/11/2022,2,1300642,Cascade Power Project
3001200,6/11/2022,2,1300642,Cascade Power Project
3001200,6/11/2022,2,1300642,Cascade Power Project
3001200,6/11/2022,2,1300642,Cascade Power Project
3001200,6/11/2022,4,1300642,Cascade Power Project
3001200,6/11/2022,2,1300642,Cascade Power Project
3001200,6/11/2022,10,1300642,Cascade Power Project
3001200,6/11/2022,2,1300642,Cascade Power Project
3001200,6/11/2022,3.5,1300642,Cascade Power Project
3001200,6/11/2022,2,1300642,Cascade Power Project
3001200,6/11/2022,4,1300642,Cascade Power Project
3001200,6/11/2022,2,1300642,Cascade Power Project
3001200,6/11/2022,4,1300642,Cascade Power Project
3001200,6/11/2022,2,1300642,Cascade Power Project
3001200,6/18/2022,8,1300642,Cascade Power Project
3001200,6/18/2022,2,1300642,Cascade Power Project
3001200,6/18/2022,6,1300642,Cascade Power Project
3001200,6/18/2022,14,1300642,Cascade Power Project
3001200,6/18/2022,2,1300642,Cascade Power Project
3001200,6/18/2022,4,1300642,Cascade Power Project
3001200,6/18/2022,2,1300642,Cascade Power Project
3001200,6/18/2022,3,1300642,Cascade Power Project
3001200,6/18/2022,2,1300642,Cascade Power Project
3001200,6/18/2022,2,1300642,Cascade Power Project
3001200,6/18/2022,3,1300642,Cascade Power Project
3001200,6/18/2022,2,1300642,Cascade Power Project
3001200,6/18/2022,1.5,1300642,Cascade Power Project
3001200,6/18/2022,6,1300642,Cascade Power Project
3001200,6/25/2022,22,1300642,Cascade Power Project
3001200,6/25/2022,4,1300642,Cascade Power Project
3001200,6/25/2022,8,1300642,Cascade Power Project
3001200,6/25/2022,4,1300642,Cascade Power Project
3001200,6/25/2022,6,1300642,Cascade Power Project
3001200,6/25/2022,5,1300642,Cascade Power Project
3001200,6/25/2022,2.5,1300642,Cascade Power Project
3001200,6/25/2022,8,1300642,Cascade Power Project
3001200,6/25/2022,2,1300642,Cascade Power Project
3001200,6/25/2022,2.5,1300642,Cascade Power Project
3001200,6/25/2022,2,1300642,Cascade Power Project
3001200,6/25/2022,2,1300642,Cascade Power Project
3001200,6/25/2022,8,1300642,Cascade Power Project
3001200,6/25/2022,2,1300642,Cascade Power Project
